event_date,broker_account_id,asset_id,event_type,quantity,price_original,gross_amount_original,currency,fx_to_usd,gross_amount_usd,fees_original,source_file,notes
2023-02-01,iol_broker,-,interest,0.0,0.0,0.01,USD,1.0,0.01,0.0,MovimientosHistoricos (1).xls,Mov ID: 16866771 | Cr&#233;dito | Inversion Argentina Dolares
2023-02-01,iol_broker,-,interest,0.0,0.0,1376.41,ARS,0.00274,3.77,0.0,MovimientosHistoricos (1).xls,Mov ID: 16730841 | Cr&#233;dito | Inversion Argentina Pesos
2023-02-17,iol_broker,AAPL,fee,0.0,0.0,1.19,ARS,0.00274,0.0,1.19,MovimientosHistoricos (1).xls,Mov ID: 50983685 | Pago de Dividendos(AAPL) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2023-02-17,iol_broker,AAPL,dividend,0.0,0.0,0.49,USD,1.0,0.49,0.0,MovimientosHistoricos (1).xls,Mov ID: 50983684 | Pago de Dividendos(AAPL US$) | Inversion Argentina Dolares
2023-03-01,iol_broker,-,interest,0.0,0.0,0.01,USD,1.0,0.01,0.0,MovimientosHistoricos (1).xls,Mov ID: 17517818 | Cr&#233;dito | Inversion Argentina Dolares
2023-03-01,iol_broker,-,interest,0.0,0.0,1299.79,ARS,0.00274,3.56,0.0,MovimientosHistoricos (1).xls,Mov ID: 17321705 | Cr&#233;dito | Inversion Argentina Pesos
2023-03-02,schwab_broker,-,deposit,0.0,0.0,1000.0,USD,1.0,1000.0,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Wire Received | WIRED FUNDS RECEIVED
2023-03-03,schwab_broker,-,deposit,0.0,0.0,1000.0,USD,1.0,1000.0,0.0,Individual_XXX938_Transactions_20260916-111746.csv,"Action: MoneyLink Transfer | Tfr CITIBANK NA, NOT AVAILABLE"
2023-03-03,schwab_broker,-,deposit,0.0,0.0,48000.0,USD,1.0,48000.0,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Wire Received | WIRED FUNDS RECEIVED
2023-03-23,iol_broker,GOOGL,buy,410.0,719.47,294982.5,ARS,0.002564,756.34,2070.19,OperacionesFinalizadas (3).xls,Boleto: 2140883 | Mercado: BCBA | Cedear Alphabet Inc. Cl. A
2023-03-23,iol_broker,-,deposit,0.0,0.0,300000.0,ARS,0.002564,769.2,0.0,MovimientosHistoricos (1).xls,Mov ID: 17816402 | Dep&#243;sito de Fondos - Transferencia electr&#243;nica - Banco Industrial | Inversion Argentina Pesos
2023-03-27,iol_broker,XLE,fee,0.0,0.0,41.53,ARS,0.002564,0.11,41.53,MovimientosHistoricos (1).xls,Mov ID: 52221750 | Pago de Dividendos(XLE) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2023-03-27,iol_broker,XLE,dividend,0.0,0.0,4.17,USD,1.0,4.17,0.0,MovimientosHistoricos (1).xls,Mov ID: 52221749 | Pago de Dividendos(XLE US$) | Inversion Argentina Dolares
2023-03-27,iol_broker,-,deposit,0.0,0.0,300000.0,ARS,0.002564,769.2,0.0,MovimientosHistoricos (1).xls,Mov ID: 17836815 | Dep&#243;sito de Fondos - Transferencia electr&#243;nica - Banco Industrial | Inversion Argentina Pesos
2023-03-28,iol_broker,GOOGL,buy,435.0,680.0,295800.0,ARS,0.002564,758.43,2075.92,OperacionesFinalizadas (3).xls,Boleto: 2212212 | Mercado: BCBA | Cedear Alphabet Inc. Cl. A
2023-03-30,schwab_broker,-,interest,0.0,0.0,16.75,USD,1.0,16.75,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Credit Interest | SCHWAB1 INT 02/27-03/29
2023-03-30,schwab_broker,-,fee,0.0,0.0,5.02,USD,1.0,5.02,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB1 INT 02/27-03/29
2023-04-01,iol_broker,-,interest,0.0,0.0,0.02,USD,1.0,0.02,0.0,MovimientosHistoricos (1).xls,Mov ID: 18186577 | Cr&#233;dito | Inversion Argentina Dolares
2023-04-01,iol_broker,-,interest,0.0,0.0,4386.59,ARS,0.002564,11.25,0.0,MovimientosHistoricos (1).xls,Mov ID: 18169697 | Cr&#233;dito | Inversion Argentina Pesos
2023-04-27,schwab_broker,-,interest,0.0,0.0,17.36,USD,1.0,17.36,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Credit Interest | SCHWAB1 INT 03/30-04/26
2023-04-27,schwab_broker,-,fee,0.0,0.0,5.2,USD,1.0,5.2,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB1 INT 03/30-04/26
2023-05-01,iol_broker,-,interest,0.0,0.0,0.02,USD,1.0,0.02,0.0,MovimientosHistoricos (1).xls,Mov ID: 18946462 | Cr&#233;dito | Inversion Argentina Dolares
2023-05-01,iol_broker,-,interest,0.0,0.0,1756.76,ARS,0.002564,4.5,0.0,MovimientosHistoricos (1).xls,Mov ID: 18758281 | Cr&#233;dito | Inversion Argentina Pesos
2023-05-04,iol_broker,SPY,fee,0.0,0.0,69.84,ARS,0.002564,0.18,69.84,MovimientosHistoricos (1).xls,Mov ID: 53903051 | Pago de Dividendos(SPY) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2023-05-04,iol_broker,SPY,dividend,0.0,0.0,6.48,USD,1.0,6.48,0.0,MovimientosHistoricos (1).xls,Mov ID: 53903050 | Pago de Dividendos(SPY US$) | Inversion Argentina Dolares
2023-05-08,schwab_broker,SPY,buy,2.0,412.9,825.8,USD,1.0,825.8,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Buy | SPDR S&P ...500 ETF
2023-05-10,iol_broker,SPY,dividend,0.0,0.0,23.12,USD,1.0,23.12,0.19,MovimientosHistoricos (1).xls,Mov ID: 54224638 | Pago de Dividendos(SPY) | Inversion Estados Unidos Dolares
2023-05-15,schwab_broker,XLE,buy,200.0,78.8617,15772.34,USD,1.0,15772.34,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Buy | ENERGY SELECT SECTOR SPDR ETF
2023-05-19,iol_broker,AAPL,fee,0.0,0.0,1.49,ARS,0.00202,0.0,1.49,MovimientosHistoricos (1).xls,Mov ID: 54824964 | Pago de Dividendos(AAPL) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2023-05-19,iol_broker,AAPL,dividend,0.0,0.0,0.51,USD,1.0,0.51,0.0,MovimientosHistoricos (1).xls,Mov ID: 54824963 | Pago de Dividendos(AAPL US$) | Inversion Argentina Dolares
2023-05-24,schwab_broker,SPY,buy,40.0,410.1978,16407.91,USD,1.0,16407.91,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Buy | SPDR S&P ...500 ETF
2023-05-24,schwab_broker,SCHB,buy,100.0,47.8399,4783.99,USD,1.0,4783.99,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Buy | SCHWAB US BROAD MARKET ETF
2023-05-24,schwab_broker,SCHF,buy,150.0,34.855,5228.25,USD,1.0,5228.25,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Buy | SCHWAB INTERNATIONAL EQUITY ETF
2023-05-24,schwab_broker,SCHZ,buy,120.0,46.085,5530.2,USD,1.0,5530.2,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Buy | SCHWAB US AGGREGATE BONDETF
2023-05-30,schwab_broker,-,interest,0.0,0.0,16.1,USD,1.0,16.1,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Credit Interest | SCHWAB1 INT 04/27-05/29
2023-05-30,schwab_broker,-,fee,0.0,0.0,4.83,USD,1.0,4.83,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB1 INT 04/27-05/29
2023-06-01,iol_broker,-,interest,0.0,0.0,0.02,USD,1.0,0.02,0.0,MovimientosHistoricos (1).xls,Mov ID: 19856914 | Cr&#233;dito | Inversion Argentina Dolares
2023-06-01,iol_broker,-,interest,0.0,0.0,1887.4,ARS,0.00202,3.81,0.0,MovimientosHistoricos (1).xls,Mov ID: 19626687 | Cr&#233;dito | Inversion Argentina Pesos
2023-06-02,iol_broker,-,deposit,0.0,0.0,200000.0,ARS,0.00202,404.0,0.0,MovimientosHistoricos (1).xls,Mov ID: 19927669 | Dep&#243;sito de Fondos - Transferencia electr&#243;nica - Banco Industrial | Inversion Argentina Pesos
2023-06-06,iol_broker,SPY,buy,18.0,10536.39,189655.0,ARS,0.00202,383.1,1331.0,OperacionesFinalizadas (3).xls,Boleto: 4564611 | Mercado: BCBA | Cedear Spdr S&amp;P 500
2023-06-07,schwab_broker,SCHZ,fee,0.0,0.0,4.39,USD,1.0,4.39,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US AGGREGATE BONDETF
2023-06-07,schwab_broker,SCHZ,dividend,0.0,0.0,14.64,USD,1.0,14.64,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Cash Dividend | SCHWAB US AGGREGATE BONDETF
2023-06-23,schwab_broker,XLE,dividend,0.0,0.0,141.17,USD,1.0,141.17,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | ENERGY SELECT SECTOR SPDR ETF
2023-06-23,schwab_broker,XLE,fee,0.0,0.0,42.35,USD,1.0,42.35,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | ENERGY SELECT SECTOR SPDR ETF
2023-06-26,iol_broker,XLE,fee,0.0,0.0,45.3,ARS,0.00202,0.09,45.3,MovimientosHistoricos (1).xls,Mov ID: 56575536 | Pago de Dividendos(XLE) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2023-06-26,iol_broker,XLE,dividend,0.0,0.0,3.7,USD,1.0,3.7,0.0,MovimientosHistoricos (1).xls,Mov ID: 56575535 | Pago de Dividendos(XLE US$) | Inversion Argentina Dolares
2023-06-26,schwab_broker,XLE,buy,1.262,78.3051,98.82,USD,1.0,98.82,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | ENERGY SELECT SECTOR SPDR ETF
2023-06-26,schwab_broker,SCHB,fee,0.0,0.0,5.57,USD,1.0,5.57,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US BROAD MARKET ETF
2023-06-26,schwab_broker,SCHB,dividend,0.0,0.0,18.55,USD,1.0,18.55,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US BROAD MARKET ETF
2023-06-26,schwab_broker,SCHF,fee,0.0,0.0,17.67,USD,1.0,17.67,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB INTERNATIONAL EQUITY ETF
2023-06-26,schwab_broker,SCHF,dividend,0.0,0.0,58.89,USD,1.0,58.89,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB INTERNATIONAL EQUITY ETF
2023-06-27,schwab_broker,SCHF,buy,1.1735,35.1261,41.22,USD,1.0,41.22,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB INTERNATIONAL EQUITY ETF
2023-06-27,schwab_broker,SCHB,buy,0.2573,50.4525,12.98,USD,1.0,12.98,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US BROAD MARKET ETF
2023-06-29,schwab_broker,-,interest,0.0,0.0,0.6,USD,1.0,0.6,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Credit Interest | SCHWAB1 INT 05/30-06/28
2023-06-29,schwab_broker,-,fee,0.0,0.0,0.18,USD,1.0,0.18,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB1 INT 05/30-06/28
2023-07-01,iol_broker,-,interest,0.0,0.0,0.02,USD,1.0,0.02,0.0,MovimientosHistoricos (1).xls,Mov ID: 20738684 | Cr&#233;dito | Inversion Argentina Dolares
2023-07-01,iol_broker,-,interest,0.0,0.0,3132.31,ARS,0.00202,6.33,0.0,MovimientosHistoricos (1).xls,Mov ID: 20501534 | Cr&#233;dito | Inversion Argentina Pesos
2023-07-03,iol_broker,SPY,buy,5.0,11247.0,56235.0,ARS,0.00202,113.59,394.67,OperacionesFinalizadas (3).xls,Boleto: 5613236 | Mercado: BCBA | Cedear Spdr S&amp;P 500
2023-07-10,schwab_broker,SCHZ,fee,0.0,0.0,4.67,USD,1.0,4.67,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US AGGREGATE BONDETF
2023-07-10,schwab_broker,SCHZ,dividend,0.0,0.0,15.56,USD,1.0,15.56,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US AGGREGATE BONDETF
2023-07-11,schwab_broker,SCHZ,buy,0.2387,45.6223,10.89,USD,1.0,10.89,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US AGGREGATE BONDETF
2023-07-14,iol_broker,XBI,buy,4.0,85.0,340.0,USD,1.0,340.0,6.05,OperacionesFinalizadas (3).xls,Boleto: 20032 | Mercado: NYSE | SPDR S&amp;P Biotech ETF
2023-07-28,schwab_broker,-,interest,0.0,0.0,0.58,USD,1.0,0.58,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Credit Interest | SCHWAB1 INT 06/29-07/27
2023-07-28,schwab_broker,-,fee,0.0,0.0,0.17,USD,1.0,0.17,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB1 INT 06/29-07/27
2023-07-31,schwab_broker,SPY,dividend,0.0,0.0,68.81,USD,1.0,68.81,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Cash Dividend | SPDR S&P ...500 ETF
2023-07-31,schwab_broker,SPY,fee,0.0,0.0,20.64,USD,1.0,20.64,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SPDR S&P ...500 ETF
2023-08-01,iol_broker,-,interest,0.0,0.0,0.02,USD,1.0,0.02,0.0,MovimientosHistoricos (1).xls,Mov ID: 21851715 | Cr&#233;dito | Inversion Argentina Dolares
2023-08-01,iol_broker,-,interest,0.0,0.0,424.72,ARS,0.001961,0.83,0.0,MovimientosHistoricos (1).xls,Mov ID: 21655268 | Cr&#233;dito | Inversion Argentina Pesos
2023-08-04,iol_broker,SPY,fee,0.0,0.0,28.25,ARS,0.001961,0.06,28.25,MovimientosHistoricos (1).xls,Mov ID: 59307148 | Pago de Dividendos(SPY) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2023-08-04,iol_broker,SPY,dividend,0.0,0.0,8.08,USD,1.0,8.08,0.0,MovimientosHistoricos (1).xls,Mov ID: 59307147 | Pago de Dividendos(SPY US$) | Inversion Argentina Dolares
2023-08-07,schwab_broker,SCHZ,fee,0.0,0.0,4.34,USD,1.0,4.34,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US AGGREGATE BONDETF
2023-08-07,schwab_broker,SCHZ,dividend,0.0,0.0,14.46,USD,1.0,14.46,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US AGGREGATE BONDETF
2023-08-08,iol_broker,SPY,dividend,0.0,0.0,24.37,USD,1.0,24.37,0.21,MovimientosHistoricos (1).xls,Mov ID: 59607729 | Pago de Dividendos(SPY) | Inversion Estados Unidos Dolares
2023-08-08,schwab_broker,SCHZ,buy,0.2218,45.6286,10.12,USD,1.0,10.12,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US AGGREGATE BONDETF
2023-08-18,iol_broker,AAPL,fee,0.0,0.0,2.25,ARS,0.001961,0.0,2.25,MovimientosHistoricos (1).xls,Mov ID: 60603296 | Pago de Dividendos(AAPL) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2023-08-18,iol_broker,AAPL,dividend,0.0,0.0,0.51,USD,1.0,0.51,0.0,MovimientosHistoricos (1).xls,Mov ID: 60603295 | Pago de Dividendos(AAPL US$) | Inversion Argentina Dolares
2023-08-30,schwab_broker,-,interest,0.0,0.0,0.66,USD,1.0,0.66,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Credit Interest | SCHWAB1 INT 07/28-08/29
2023-08-30,schwab_broker,-,fee,0.0,0.0,0.19,USD,1.0,0.19,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB1 INT 07/28-08/29
2023-09-01,iol_broker,-,interest,0.0,0.0,0.03,USD,1.0,0.03,0.0,MovimientosHistoricos (1).xls,Mov ID: 23305938 | Cr&#233;dito | Inversion Argentina Dolares
2023-09-01,iol_broker,-,interest,0.0,0.0,310.63,ARS,0.001961,0.61,0.0,MovimientosHistoricos (1).xls,Mov ID: 23235188 | Cr&#233;dito | Inversion Argentina Pesos
2023-09-08,schwab_broker,SCHZ,fee,0.0,0.0,4.84,USD,1.0,4.84,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US AGGREGATE BONDETF
2023-09-08,schwab_broker,SCHZ,dividend,0.0,0.0,16.13,USD,1.0,16.13,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US AGGREGATE BONDETF
2023-09-11,schwab_broker,SCHZ,buy,0.2509,44.9892,11.29,USD,1.0,11.29,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US AGGREGATE BONDETF
2023-09-21,schwab_broker,XLE,fee,0.0,0.0,40.67,USD,1.0,40.67,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | ENERGY SELECT SECTOR SPDR ETF
2023-09-21,schwab_broker,XLE,dividend,0.0,0.0,135.57,USD,1.0,135.57,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | ENERGY SELECT SECTOR SPDR ETF
2023-09-22,iol_broker,XLE,fee,0.0,0.0,15.61,ARS,0.001136,0.02,15.61,MovimientosHistoricos (1).xls,Mov ID: 63243625 | Pago de Dividendos(XLE) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2023-09-22,iol_broker,XLE,dividend,0.0,0.0,3.53,USD,1.0,3.53,0.0,MovimientosHistoricos (1).xls,Mov ID: 63243624 | Pago de Dividendos(XLE US$) | Inversion Argentina Dolares
2023-09-22,schwab_broker,XLE,buy,1.0539,90.0456,94.9,USD,1.0,94.9,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | ENERGY SELECT SECTOR SPDR ETF
2023-09-25,schwab_broker,SCHB,dividend,0.0,0.0,19.07,USD,1.0,19.07,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US BROAD MARKET ETF
2023-09-25,schwab_broker,SCHB,fee,0.0,0.0,5.72,USD,1.0,5.72,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US BROAD MARKET ETF
2023-09-26,schwab_broker,SCHB,buy,0.2683,49.7593,13.35,USD,1.0,13.35,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US BROAD MARKET ETF
2023-09-28,schwab_broker,-,interest,0.0,0.0,0.58,USD,1.0,0.58,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Credit Interest | SCHWAB1 INT 08/30-09/27
2023-09-28,schwab_broker,-,fee,0.0,0.0,0.17,USD,1.0,0.17,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB1 INT 08/30-09/27
2023-10-01,iol_broker,-,interest,0.0,0.0,0.03,USD,1.0,0.03,0.0,MovimientosHistoricos (1).xls,Mov ID: 24755477 | Cr&#233;dito | Inversion Argentina Dolares
2023-10-01,iol_broker,-,interest,0.0,0.0,311.58,ARS,0.001136,0.35,0.0,MovimientosHistoricos (1).xls,Mov ID: 24440031 | Cr&#233;dito | Inversion Argentina Pesos
2023-10-06,schwab_broker,SCHZ,fee,0.0,0.0,5.05,USD,1.0,5.05,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US AGGREGATE BONDETF
2023-10-06,schwab_broker,SCHZ,dividend,0.0,0.0,16.83,USD,1.0,16.83,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US AGGREGATE BONDETF
2023-10-09,schwab_broker,SCHZ,buy,0.2683,43.9027,11.78,USD,1.0,11.78,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US AGGREGATE BONDETF
2023-10-30,schwab_broker,-,interest,0.0,0.0,0.64,USD,1.0,0.64,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Credit Interest | SCHWAB1 INT 09/28-10/29
2023-10-30,schwab_broker,-,fee,0.0,0.0,0.19,USD,1.0,0.19,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB1 INT 09/28-10/29
2023-10-31,schwab_broker,SPY,dividend,0.0,0.0,66.49,USD,1.0,66.49,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Cash Dividend | SPDR S&P ...500 ETF
2023-10-31,schwab_broker,SPY,fee,0.0,0.0,19.95,USD,1.0,19.95,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SPDR S&P ...500 ETF
2023-11-01,iol_broker,-,interest,0.0,0.0,0.03,USD,1.0,0.03,0.0,MovimientosHistoricos (1).xls,Mov ID: 26587204 | Cr&#233;dito | Inversion Argentina Dolares
2023-11-01,iol_broker,-,interest,0.0,0.0,332.76,ARS,0.001136,0.38,0.0,MovimientosHistoricos (1).xls,Mov ID: 26185501 | Cr&#233;dito | Inversion Argentina Pesos
2023-11-02,iol_broker,SPY,dividend,0.0,0.0,23.55,USD,1.0,23.55,0.2,MovimientosHistoricos (1).xls,Mov ID: 66663991 | Pago de Dividendos(SPY) | Inversion Estados Unidos Dolares
2023-11-07,schwab_broker,SCHZ,fee,0.0,0.0,4.79,USD,1.0,4.79,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US AGGREGATE BONDETF
2023-11-07,schwab_broker,SCHZ,dividend,0.0,0.0,15.98,USD,1.0,15.98,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US AGGREGATE BONDETF
2023-11-08,schwab_broker,SCHZ,buy,0.2524,44.34,11.19,USD,1.0,11.19,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US AGGREGATE BONDETF
2023-11-14,iol_broker,SPY,fee,0.0,0.0,35.73,ARS,0.001136,0.04,35.73,MovimientosHistoricos (1).xls,Mov ID: 67535737 | Pago de Dividendos(SPY) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2023-11-14,iol_broker,SPY,dividend,0.0,0.0,8.08,USD,1.0,8.08,0.0,MovimientosHistoricos (1).xls,Mov ID: 67535736 | Pago de Dividendos(SPY US$) | Inversion Argentina Dolares
2023-11-22,iol_broker,AAPL,fee,0.0,0.0,2.3,ARS,0.001136,0.0,2.3,MovimientosHistoricos (1).xls,Mov ID: 68385764 | Pago de Dividendos(AAPL) | Inversion Argentina Pesos | Retención impositiva / deducción dividendo
2023-11-22,iol_broker,AAPL,dividend,0.0,0.0,0.51,USD,1.0,0.51,0.0,MovimientosHistoricos (1).xls,Mov ID: 68385763 | Pago de Dividendos(AAPL US$) | Inversion Argentina Dolares
2023-11-29,schwab_broker,-,fee,0.0,0.0,0.18,USD,1.0,0.18,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB1 INT 10/30-11/28
2023-11-29,schwab_broker,-,interest,0.0,0.0,0.6,USD,1.0,0.6,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Credit Interest | SCHWAB1 INT 10/30-11/28
2023-12-01,iol_broker,-,interest,0.0,0.0,0.03,USD,1.0,0.03,0.0,MovimientosHistoricos (1).xls,Mov ID: 28332248 | Cr&#233;dito | Inversion Argentina Dolares
2023-12-01,iol_broker,-,interest,0.0,0.0,333.67,ARS,0.00102,0.34,0.0,MovimientosHistoricos (1).xls,Mov ID: 27891911 | Cr&#233;dito | Inversion Argentina Pesos
2023-12-07,schwab_broker,SCHZ,dividend,0.0,0.0,17.78,USD,1.0,17.78,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US AGGREGATE BONDETF
2023-12-07,schwab_broker,SCHZ,fee,0.0,0.0,5.33,USD,1.0,5.33,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US AGGREGATE BONDETF
2023-12-08,schwab_broker,SCHZ,buy,0.2731,45.58,12.45,USD,1.0,12.45,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US AGGREGATE BONDETF
2023-12-11,schwab_broker,SCHB,dividend,0.0,0.0,22.55,USD,1.0,22.55,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US BROAD MARKET ETF
2023-12-11,schwab_broker,SCHF,fee,0.0,0.0,31.92,USD,1.0,31.92,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB INTERNATIONAL EQUITY ETF
2023-12-11,schwab_broker,SCHF,dividend,0.0,0.0,106.4,USD,1.0,106.4,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB INTERNATIONAL EQUITY ETF
2023-12-11,schwab_broker,SCHB,fee,0.0,0.0,6.77,USD,1.0,6.77,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US BROAD MARKET ETF
2023-12-12,schwab_broker,SCHB,buy,0.2941,53.66,15.78,USD,1.0,15.78,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US BROAD MARKET ETF
2023-12-12,schwab_broker,SCHF,buy,2.1081,35.33,74.48,USD,1.0,74.48,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB INTERNATIONAL EQUITY ETF
2023-12-21,schwab_broker,SCHZ,dividend,0.0,0.0,16.21,USD,1.0,16.21,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | SCHWAB US AGGREGATE BONDETF
2023-12-21,schwab_broker,XLE,fee,0.0,0.0,48.69,USD,1.0,48.69,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | ENERGY SELECT SECTOR SPDR ETF
2023-12-21,schwab_broker,XLE,dividend,0.0,0.0,162.29,USD,1.0,162.29,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Dividend | ENERGY SELECT SECTOR SPDR ETF
2023-12-21,schwab_broker,SCHZ,fee,0.0,0.0,4.86,USD,1.0,4.86,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: NRA Tax Adj | SCHWAB US AGGREGATE BONDETF
2023-12-22,iol_broker,XBI,dividend,0.0,0.0,0.05,USD,1.0,0.05,0.0,MovimientosHistoricos (1).xls,Mov ID: 72005655 | Pago de Dividendos(XBI) | Inversion Estados Unidos Dolares
2023-12-22,schwab_broker,SCHZ,buy,0.244,46.52,11.35,USD,1.0,11.35,0.0,Individual_XXX938_Transactions_20260916-111746.csv,Action: Reinvest Shares | SCHWAB US AGGREGATE BONDETF
